COMPOSITE TABLE
 Factors               i      j   t PlotOutput
  Decids    201820931050 St0126  18       11.7
  ResStm    201820931050 St0126  18       50.7
  ResRot    201820931050 St0126  18       49.2
  PinPuw    201820931050 St0127  10       16.4
  SprPuw    201820931050 St0127  10       12.0
  ResRot    201820931050 St0127  10        4.9
  PinPuw    201820931050 St0127  14       15.3
  SprPuw    201820931050 St0127  14       16.9
  Decids    201820931050 St0127  14       40.0
  ResStm    201820931050 St0127  14       14.2
  ResRot    201820931050 St0127  14       11.9
  PinTim    201820931050 St0127  17       92.4
  SprTim    201820931050 St0127  17       92.8
  PinPuw    201820931050 St0127  17       33.9
  SprPuw    201820931050 St0127  17       71.7
  Decids    201820931050 St0127  17        9.9
  ResStm    201820931050 St0127  17       46.2
  ResRot    201820931050 St0127  17       43.8
  PinPuw    201825042060 St0002  22      282.4
  SprPuw    201825042060 St0002  22       20.2
  ResStm    201825042060 St0002  22       74.3
  ResRot    201825042060 St0002  22       39.8
  PinPuw    201825042060 St0003  22      282.4
  SprPuw    201825042060 St0003  22       20.2
  ResStm    201825042060 St0003  22       74.3
  ResRot    201825042060 St0003  22       39.8
  PinPuw    201825042060 St0004  21      278.4
  SprPuw    201825042060 St0004  21       19.4
  ResStm    201825042060 St0004  21       73.6
  ResRot    201825042060 St0004  21       39.4
  PinPuw    201825042060 St0006  20      273.9
  SprPuw    201825042060 St0006  20       18.6
  ResStm    201825042060 St0006  20       72.9
  ResRot    201825042060 St0006  20       38.9
  PinPuw    201825042060 St0008  19      269.0
  SprPuw    201825042060 St0008  19       17.7
  ResStm    201825042060 St0008  19       72.0
  ResRot    201825042060 St0008  19       38.4
  PinPuw    201825042060 St0010  18      263.6
  SprPuw    201825042060 St0010  18       16.8
  ResStm    201825042060 St0010  18       70.9
  ResRot    201825042060 St0010  18       37.8
  PinPuw    201825042060 St0013  17      257.6
  SprPuw    201825042060 St0013  17       15.9
  ResStm    201825042060 St0013  17       69.7
  ResRot    201825042060 St0013  17       37.1
  PinPuw    201825042060 St0016  16      251.3
  SprPuw    201825042060 St0016  16       14.9
  ResStm    201825042060 St0016  16       68.5
  ResRot    201825042060 St0016  16       36.3
  PinPuw    201825042060 St0019  15      244.6
  SprPuw    201825042060 St0019  15       13.9
  ResStm    201825042060 St0019  15       67.1
  ResRot    201825042060 St0019  15       35.5
  PinPuw    201825042060 St0022  14      237.4
  SprPuw    201825042060 St0022  14       12.8
  ResStm    201825042060 St0022  14       65.6
  ResRot    201825042060 St0022  14       34.7
  PinPuw    201825042060 St0025  13      229.8
  SprPuw    201825042060 St0025  13       11.8
  ResStm    201825042060 St0025  13       64.1
  ResRot    201825042060 St0025  13       33.7
  PinPuw    201825042060 St0028  12      221.7
  SprPuw    201825042060 St0028  12       10.7
  ResStm    201825042060 St0028  12       62.4
  ResRot    201825042060 St0028  12       32.7
  PinPuw    201825042060 St0030  22       29.9
  SprPuw    201825042060 St0030  22       10.1
  ResStm    201825042060 St0030  22       10.9
  ResRot    201825042060 St0030  22        8.1
  PinPuw    201825042060 St0032  22       28.5
  SprPuw    201825042060 St0032  22        9.5
  ResStm    201825042060 St0032  22       10.4
  ResRot    201825042060 St0032  22        7.8
  PinPuw    201825042060 St0033  11      213.0
  SprPuw    201825042060 St0033  11        9.6
  ResStm    201825042060 St0033  11       60.5
  ResRot    201825042060 St0033  11       31.7
  PinPuw    201825042060 St0034  22       33.5
  SprPuw    201825042060 St0034  22       13.3
  ResStm    201825042060 St0034  22       12.1
  ResRot    201825042060 St0034  22        9.3
  PinPuw    201825042060 St0035  22       24.0
  SprPuw    201825042060 St0035  22        9.6
  Decids    201825042060 St0035  22       18.0
  ResStm    201825042060 St0035  22       14.4
  ResRot    201825042060 St0035  22        9.7
  PinPuw    201825042060 St0036  21       29.8
  SprPuw    201825042060 St0036  21       10.0
  ResStm    201825042060 St0036  21       10.8
  ResRot    201825042060 St0036  21        8.1
  PinPuw    201825042060 St0037  22       31.7
  SprPuw    201825042060 St0037  22       12.5
  ResStm    201825042060 St0037  22       11.4
  ResRot    201825042060 St0037  22        8.8
  PinPuw    201825042060 St0038  22       23.2
  SprPuw    201825042060 St0038  22        9.2
  Decids    201825042060 St0038  22       19.2
  ResStm    201825042060 St0038  22       14.5
  ResRot    201825042060 St0038  22        9.7
  PinPuw    201825042060 St0039  21       28.4
  SprPuw    201825042060 St0039  21        9.5
  ResStm    201825042060 St0039  21       10.4
  ResRot    201825042060 St0039  21        7.8
  PinPuw    201825042060 St0040  10      203.8
  SprPuw    201825042060 St0040  10        8.5
  ResStm    201825042060 St0040  10       58.5
  ResRot    201825042060 St0040  10       30.5
  PinPuw    201825042060 St0041  21       33.4
  SprPuw    201825042060 St0041  21       13.2
  ResStm    201825042060 St0041  21       12.0
  ResRot    201825042060 St0041  21        9.3
  PinPuw    201825042060 St0042  21       23.9
  SprPuw    201825042060 St0042  21        9.5
  Decids    201825042060 St0042  21       18.0
  ResStm    201825042060 St0042  21       14.3
  ResRot    201825042060 St0042  21        9.7
  PinPuw    201825042060 St0043  20       29.7
  SprPuw    201825042060 St0043  20       10.0
  ResStm    201825042060 St0043  20       10.8
  ResRot    201825042060 St0043  20        8.1
  PinPuw    201825042060 St0044  21       31.5
  SprPuw    201825042060 St0044  21       12.4
  ResStm    201825042060 St0044  21       11.4
  ResRot    201825042060 St0044  21        8.8
  PinPuw    201825042060 St0045  21       23.1
  SprPuw    201825042060 St0045  21        9.1
  Decids    201825042060 St0045  21       19.2
  ResStm    201825042060 St0045  21       14.5
  ResRot    201825042060 St0045  21        9.6
  PinPuw    201825042060 St0046  20       28.3
  SprPuw    201825042060 St0046  20        9.4
  ResStm    201825042060 St0046  20       10.3
  ResRot    201825042060 St0046  20        7.7
  PinPuw    201825042060 St0047   9      194.0
  SprPuw    201825042060 St0047   9        7.4
  ResStm    201825042060 St0047   9       56.4
  ResRot    201825042060 St0047   9       29.3
  PinPuw    201825042060 St0048  20       33.2
  SprPuw    201825042060 St0048  20       13.1
  ResStm    201825042060 St0048  20       12.0
  ResRot    201825042060 St0048  20        9.2
  PinPuw    201825042060 St0049  20       23.7
  SprPuw    201825042060 St0049  20        9.4
  Decids    201825042060 St0049  20       18.0
  ResStm    201825042060 St0049  20       14.3
  ResRot    201825042060 St0049  20        9.6
  PinPuw    201825042060 St0050  19       29.6
  SprPuw    201825042060 St0050  19        9.9
  ResStm    201825042060 St0050  19       10.8
  ResRot    201825042060 St0050  19        8.1
  PinPuw    201825042060 St0051  20       31.4
  SprPuw    201825042060 St0051  20       12.3
  ResStm    201825042060 St0051  20       11.3
  ResRot    201825042060 St0051  20        8.8
  PinPuw    201825042060 St0052  20       22.9
  SprPuw    201825042060 St0052  20        9.0
  Decids    201825042060 St0052  20       19.2
  ResStm    201825042060 St0052  20       14.4
  ResRot    201825042060 St0052  20        9.6
  PinPuw    201825042060 St0053  19       28.2
  SprPuw    201825042060 St0053  19        9.4
  ResStm    201825042060 St0053  19       10.3
  ResRot    201825042060 St0053  19        7.7
  PinPuw    201825042060 St0054   8      183.6
  SprPuw    201825042060 St0054   8        6.3
  ResStm    201825042060 St0054   8       54.1
  ResRot    201825042060 St0054   8       27.9
  PinPuw    201825042060 St0055  19       33.1
  SprPuw    201825042060 St0055  19       13.0
  ResStm    201825042060 St0055  19       11.9
  ResRot    201825042060 St0055  19        9.2
  PinPuw    201825042060 St0056  19       23.5
  SprPuw    201825042060 St0056  19        9.3
  Decids    201825042060 St0056  19       17.9
  ResStm    201825042060 St0056  19       14.2
  ResRot    201825042060 St0056  19        9.5
  PinPuw    201825042060 St0057  18       29.5
  SprPuw    201825042060 St0057  18        9.9
  ResStm    201825042060 St0057  18       10.7
  ResRot    201825042060 St0057  18        8.0
  PinPuw    201825042060 St0058  19       31.3
  SprPuw    201825042060 St0058  19       12.2
  ResStm    201825042060 St0058  19       11.3
  ResRot    201825042060 St0058  19        8.7
  PinPuw    201825042060 St0059  19       22.7
  SprPuw    201825042060 St0059  19        8.9
  Decids    201825042060 St0059  19       19.2
  ResStm    201825042060 St0059  19       14.3
  ResRot    201825042060 St0059  19        9.5
  PinPuw    201825042060 St0060  18       28.1
  SprPuw    201825042060 St0060  18        9.3
  ResStm    201825042060 St0060  18       10.3
  ResRot    201825042060 St0060  18        7.7
  PinPuw    201825042060 St0061   7      172.6
  SprPuw    201825042060 St0061   7        5.3
  ResStm    201825042060 St0061   7       51.6
  ResRot    201825042060 St0061   7       26.5
  PinPuw    201825042060 St0062  18       32.9
  SprPuw    201825042060 St0062  18       12.9
  ResStm    201825042060 St0062  18       11.8
  ResRot    201825042060 St0062  18        9.1
  PinPuw    201825042060 St0063  18       32.9
  SprPuw    201825042060 St0063  18       12.9
  ResStm    201825042060 St0063  18       11.8
  ResRot    201825042060 St0063  18        9.1
  PinTim    201825042060 St0063  22       89.0
  SprTim    201825042060 St0063  22       46.4
  PinPuw    201825042060 St0063  22       55.0
  SprPuw    201825042060 St0063  22       33.2
  Decids    201825042060 St0063  22       44.3
  ResStm    201825042060 St0063  22       57.0
  ResRot    201825042060 St0063  22       44.2
  PinPuw    201825042060 St0064  18       23.4
  SprPuw    201825042060 St0064  18        9.2
  Decids    201825042060 St0064  18       17.8
  ResStm    201825042060 St0064  18       14.1
  ResRot    201825042060 St0064  18        9.5
  PinPuw    201825042060 St0065  18       23.4
  SprPuw    201825042060 St0065  18        9.2
  Decids    201825042060 St0065  18       17.8
  ResStm    201825042060 St0065  18       14.1
  ResRot    201825042060 St0065  18        9.5
  PinTim    201825042060 St0065  22       98.9
  SprTim    201825042060 St0065  22       51.8
  PinPuw    201825042060 St0065  22       66.7
  SprPuw    201825042060 St0065  22       40.1
  Decids    201825042060 St0065  22        2.7
  ResStm    201825042060 St0065  22       51.3
  ResRot    201825042060 St0065  22       43.6
  PinPuw    201825042060 St0066  17       29.4
  SprPuw    201825042060 St0066  17        9.8
  ResStm    201825042060 St0066  17       10.7
  ResRot    201825042060 St0066  17        8.0
  PinPuw    201825042060 St0067  17       29.4
  SprPuw    201825042060 St0067  17        9.8
  ResStm    201825042060 St0067  17       10.7
  ResRot    201825042060 St0067  17        8.0
  PinPuw    201825042060 St0067  22       27.3
  SprPuw    201825042060 St0067  22       14.6
  Decids    201825042060 St0067  22       40.5
  ResStm    201825042060 St0067  22       21.3
  ResRot    201825042060 St0067  22       14.1
  PinPuw    201825042060 St0068  17       29.4
  SprPuw    201825042060 St0068  17        9.8
  ResStm    201825042060 St0068  17       10.7
  ResRot    201825042060 St0068  17        8.0
  PinTim    201825042060 St0068  22       91.2
  SprTim    201825042060 St0068  22       46.2
  PinPuw    201825042060 St0068  22       54.5
  SprPuw    201825042060 St0068  22       31.9
  Decids    201825042060 St0068  22       45.0
  ResStm    201825042060 St0068  22       57.1
  ResRot    201825042060 St0068  22       44.3
  PinPuw    201825042060 St0069  18       31.1
  SprPuw    201825042060 St0069  18       12.1
  ResStm    201825042060 St0069  18       11.2
  ResRot    201825042060 St0069  18        8.7
  PinPuw    201825042060 St0070  18       31.1
  SprPuw    201825042060 St0070  18       12.1
  ResStm    201825042060 St0070  18       11.2
  ResRot    201825042060 St0070  18        8.7
  PinTim    201825042060 St0070  22       90.0
  SprTim    201825042060 St0070  22       46.4
  PinPuw    201825042060 St0070  22       55.0
  SprPuw    201825042060 St0070  22       33.2
  Decids    201825042060 St0070  22       46.1
  ResStm    201825042060 St0070  22       57.8
  ResRot    201825042060 St0070  22       44.6
  PinPuw    201825042060 St0071  18       22.6
  SprPuw    201825042060 St0071  18        8.8
  Decids    201825042060 St0071  18       19.1
  ResStm    201825042060 St0071  18       14.2
  ResRot    201825042060 St0071  18        9.5
  PinPuw    201825042060 St0072  18       22.6
  SprPuw    201825042060 St0072  18        8.8
  Decids    201825042060 St0072  18       19.1
  ResStm    201825042060 St0072  18       14.2
  ResRot    201825042060 St0072  18        9.5
  PinTim    201825042060 St0072  22       99.8
  SprTim    201825042060 St0072  22       51.6
  PinPuw    201825042060 St0072  22       65.9
  SprPuw    201825042060 St0072  22       39.6
  Decids    201825042060 St0072  22        2.9
  ResStm    201825042060 St0072  22       51.2
  ResRot    201825042060 St0072  22       43.5
  PinPuw    201825042060 St0073  17       28.0
  SprPuw    201825042060 St0073  17        9.2
  ResStm    201825042060 St0073  17       10.2
  ResRot    201825042060 St0073  17        7.6
  PinPuw    201825042060 St0074  17       28.0
  SprPuw    201825042060 St0074  17        9.2
  ResStm    201825042060 St0074  17       10.2
  ResRot    201825042060 St0074  17        7.6
  PinPuw    201825042060 St0074  22       26.9
  SprPuw    201825042060 St0074  22       14.3
  Decids    201825042060 St0074  22       42.1
  ResStm    201825042060 St0074  22       21.7
  ResRot    201825042060 St0074  22       14.2
  PinPuw    201825042060 St0075  17       28.0
  SprPuw    201825042060 St0075  17        9.2
  ResStm    201825042060 St0075  17       10.2
